id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage
ecash,xec,eCash,1.998e-05,398138191,160,24698935.0,2.087e-05,1.954e-05,2.786e-09,0.01394,19836326547583.0,19836357797583.0,21000000000000.0,0.00038001,-94.7184
chiliz,chz,Chiliz,0.04182103,397884522,161,61199469.0,0.04428018,0.04167922,-0.001574833447560826,-3.62899,9458963148.0,9458963148.0,,0.878633,-95.21245
coredaoorg,core,Core,0.393874,393954561,162,21076794.0,0.405298,0.373059,0.00814144,2.11065,996676886.221377,2100000000.0,2100000000.0,6.14,-93.58755
apecoin,ape,ApeCoin,0.49072,391420803,163,59300182.0,0.505924,0.462003,0.01654469,3.48915,799455492.0,1000000000.0,1000000000.0,26.7,-98.16919
ether-fi-staked-eth,eeth,ether.fi Staked ETH,1867.09,387528961,164,38703.0,1956.9,1848.27,-26.479013866481864,-1.39836,206632.4145083639,2255386.169433181,,5307.23,-64.6923
arweave,ar,Arweave,5.87,387000877,165,42135344.0,6.22,5.77,-0.03279590186732939,-0.55593,65454185.5381511,65454185.5381511,66000000.0,89.24,-93.37764
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,1.092,386491482,166,9182437.0,1.092,1.079,0.00325573,0.29906,353974324.2413878,545247500.54773,,1.26,-13.54155
conflux-token,cfx,Conflux,0.07577,383429034,167,76905250.0,0.079304,0.071011,0.00103687,1.38743,5019355938.141047,5603818403.317369,,1.7,-95.51863
thorchain,rune,THORChain,1.083,381190783,168,196916848.0,1.15,1.061,-0.01116527223523045,-1.02083,351813422.0,425777284.0,500000000.0,20.87,-94.80558
matic-network,matic,Polygon,0.211734,378908871,169,4449463.0,0.219022,0.204449,0.00087029,0.41272,1782984455.4761565,10000000000.0,10000000000.0,2.92,-92.71403
pudgy-penguins,pengu,Pudgy Penguins,0.00584109,367587852,170,60097034.0,0.00628886,0.00563732,2.177e-05,0.37417,62860396090.0,76724221264.32516,88888888888.0,0.068447,-91.51012
olympus,ohm,Olympus,22.12,363276655,171,932189.0,22.35,21.85,0.00679942,0.03075,16376217.36631088,20982713.78979063,20982713.78979063,1415.26,-98.43414
infrared-bera,ibera,Infrared Bera,5.34,361967317,172,107709.0,5.59,5.23,0.00635078,0.11914,67522127.09224375,67522127.09224375,,7.98,-32.98803
virtual-protocol,virtual,Virtuals Protocol,0.552206,361596459,173,106669421.0,0.590916,0.539213,-0.02077366720243301,-3.62555,649481963.049824,1000000000.0,1000000000.0,5.07,-89.03386
trust-wallet-token,twt,Trust Wallet,0.853463,357207081,174,18229771.0,0.879724,0.82588,-0.011769731104539383,-1.3603,416649900.0,1000000000.0,,2.72,-68.49099
akash-network,akt,Akash Network,1.49,355560222,175,105909735.0,1.5,1.16,0.255251,20.6125,247443076.710739,248288195.807791,388539008.0,8.07,-82.22028
tbtc,tbtc,tBTC,81443.0,353467596,176,14121573.0,83427.0,78990.0,1158.61,1.44312,4314.85128605,4314.85128605,,108501.0,-24.49917
compound-governance-token,comp,Compound,39.55,353154845,177,50059234.0,42.38,39.02,-0.8891122022931199,-2.19847,8896863.549905475,10000000.0,10000000.0,910.54,-95.64129
cgeth-hashkey-cloud,cgeth.hashkey,cgETH Hashkey Cloud,1904.43,339563720,178,65.04,1985.01,1898.94,-22.726768959191077,-1.17929,178228.0,178228.0,,3129.19,-39.20336
axelar,axl,Axelar,0.36238,338625111,179,19087899.0,0.382613,0.3481,0.00984365,2.79223,930451174.72191,1193892912.484918,,2.64,-86.24855
pendle,pendle,Pendle,2.03,337961881,180,63049482.0,2.12,1.95,0.03589935,1.79974,165507135.520637,258446028.2446348,258446028.2446348,7.5,-72.78648
terra-luna,lunc,Terra Luna Classic,5.995e-05,327966727,181,17034333.0,6.198e-05,5.841e-05,7.80261e-07,1.31865,5449905718046.109,6501429455476.493,,119.18,-99.99995
stakewise-v3-oseth,oseth,StakeWise Staked ETH,1944.76,327435866,182,1543108.0,2039.31,1927.55,-55.69693376036389,-2.78422,167547.7207692,167547.7207692,,4228.59,-53.83357
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),1.0,324994612,183,2703888.0,1.016,0.988879,0.00050935,0.05096,325554856.489675,325554856.489675,,1.26,-21.09943
binance-peg-busd,busd,Binance-Peg BUSD,0.999098,323642508,184,14319711.0,1.008,0.991674,-0.003555870360216207,-0.35465,323477997.5096949,323477997.5096949,,1.064,-5.75377
amp-token,amp,Amp,0.00381057,323278051,185,39345033.0,0.00437294,0.00372822,-3.4877184246245e-05,-0.90697,84231346590.2867,99669205039.99,99669205039.99,0.120813,-96.82645
kaito,kaito,KAITO,1.33,321801465,186,195631440.0,1.44,1.32,-0.04744711270195201,-3.45313,241388889.0,1000000000.0,1000000000.0,2.88,-54.00949
gnosis,gno,Gnosis,121.4,315333894,187,36381856.0,126.87,116.89,1.56,1.30014,2589589.0,3000000.0,3000000.0,644.2,-81.04593
grass,grass,Grass,1.27,307866610,188,76226417.0,1.51,1.26,-0.22920140013025558,-15.32608,243905091.0,1000000000.0,1000000000.0,3.89,-67.62355
verus-coin,vrsc,Verus,3.9,307747072,189,4969.89,4.31,3.8,-0.40018671280469276,-9.3005,78508366.37872474,78514451.19390759,83540184.0,6.74,-41.84589
mina-protocol,mina,Mina Protocol,0.245795,301300841,190,23449670.0,0.257815,0.239706,-0.000717477984644055,-0.29105,1219381218.840039,1219381218.840039,,9.09,-97.28182
stakestone-berachain-vault-token,berastone,StakeStone Berachain Vault Token,1848.54,299146837,191,1494336.0,1935.65,1826.81,-26.006919126084995,-1.38737,161179.7194666344,161179.7194666344,,3453.2,-46.40725
aioz-network,aioz,AIOZ Network,0.254374,296015295,192,29435933.0,0.28333,0.226906,0.01912618,8.13022,1147403329.169904,1162363274.328943,,2.65,-90.2781
just,jst,JUST,0.02981071,295568907,193,29267448.0,0.03071579,0.02976739,-0.000759658240610913,-2.48495,9900000000.0,9900000000.0,9900000000.0,0.193254,-84.55126
reserve-rights-token,rsr,Reserve Rights,0.00521196,292347839,194,41007906.0,0.00544282,0.00481593,0.0001343,2.64488,55727840179.0,100000000000.0,100000000000.0,0.117424,-95.53655
beam-2,beam,Beam,0.00548838,290455189,195,29564173.0,0.00584023,0.00520305,0.00017348,3.2641,52561007898.0,61148853857.0,61148853857.0,0.04416304,-87.50893
morpho,morpho,Morpho,1.22,287721431,196,19755627.0,1.24,1.14,0.0234088,1.96262,236037098.8593032,1000000000.0,1000000000.0,4.17,-70.7839
based-brett,brett,Brett,0.02867389,285562157,197,23444098.0,0.03006521,0.02745968,-0.000143242736624742,-0.49707,9909901590.787394,9909901649.110374,9999998988.0,0.234204,-87.75509
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,2042.99,279610837,198,5017335.0,2136.68,2016.02,-26.5853198053112,-1.28458,136404.0048554212,373434.0782232124,,4434.57,-53.84243
elixir-deusd,deusd,Elixir deUSD,0.999833,279445182,199,4197218.0,1.0,0.999346,0.00010236,0.01024,279510991.79,279510991.79,,1.04,-3.89431
spx6900,spx,SPX6900,0.292916,276580842,200,59016452.0,0.348265,0.254662,0.00074398,0.25464,930993086.00641,930993086.00641,1000000000.0,1.72,-82.8884
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),1871.93,271334149,201,20864869.0,1957.95,1852.32,-25.225100861282954,-1.32963,144532.7552291722,144532.7552291722,,4090.99,-54.17266
creditcoin-2,ctc,Creditcoin,0.622979,269992649,202,32173500.0,0.65402,0.552188,0.06591,11.83157,429416053.0,599999997.0,,8.67,-92.74421
golem,glm,Golem,0.269104,269191567,203,18228251.0,0.275629,0.261806,0.0033788,1.27154,1000000000.0,1000000000.0,,1.32,-79.61492
1inch,1inch,1inch,0.19325,267898272,204,25105596.0,0.203594,0.191954,-0.001065659763468563,-0.54842,1376584598.317037,1499999999.997,1499999999.997,8.65,-97.75358
eigenlayer,eigen,Eigenlayer,1.089,266675494,205,56194036.0,1.17,1.044,-0.014848585311820095,-1.34554,244494078.48882574,1712269283.706613,,5.65,-80.72168
havven,snx,Synthetix Network,0.779588,265489565,206,26896090.0,0.823452,0.759721,-0.012571483460995903,-1.58699,339466216.9903987,339889850.0887736,339889850.0887736,28.53,-97.25892
safepal,sfp,SafePal,0.527746,265106334,207,9737583.0,0.548995,0.523246,-0.002124762243111311,-0.401,500000000.0,500000000.0,500000000.0,4.19,-87.35272
mx-token,mx,MX,2.78,263645156,208,28030418.0,2.82,2.73,0.01169065,0.42302,94954334.0,418391834.0,,5.85,-52.62101
polygon-bridged-wbtc-polygon-pos,wbtc,Polygon Bridged WBTC (Polygon POS),81440.0,262743592,209,10713221.0,83357.0,79293.0,1239.98,1.54612,3214.77973776,3214.77973776,,108124.0,-24.58928
dash,dash,Dash,21.33,260441573,210,37089355.0,22.29,20.92,-0.08044935125521846,-0.37578,12176493.58421394,12176872.88578274,18920000.0,1493.59,-98.56666
stader-ethx,ethx,Stader ETHx,1971.27,258163627,211,207856.0,2059.74,1955.05,-29.896556344346436,-1.49396,130298.2548434488,130298.2548434488,,4275.3,-53.72557
kusama,ksm,Kusama,15.63,256644744,212,17265665.0,16.47,15.16,-0.1392667871343818,-0.88304,16219825.96395269,16219825.96395269,,621.71,-97.45492
compound-wrapped-btc,cwbtc,cWBTC,1637.66,255847929,213,0.0,1678.91,1591.71,23.89,1.48064,155450.52351325,155450.52351325,,2187.46,-24.75976
sats-ordinals,sats,SATS (Ordinals),1.21551e-07,255501615,214,14051052.0,1.23732e-07,1.20643e-07,-1.67543884e-10,-0.13765,2100000000000000.0,2100000000000000.0,2100000000000000.0,9.22983e-07,-86.82758
plume,plume,Plume,0.124495,251791638,215,54875872.0,0.135806,0.117978,-0.005101992204776071,-3.93681,2000000000.0,10000000000.0,10000000000.0,0.210754,-40.5906
theta-fuel,tfuel,Theta Fuel,0.03619452,249585080,216,4067513.0,0.03815812,0.03529084,-0.000363749214105043,-0.99498,6870705283.0,6871091576.0,,0.68159,-94.67126
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,81499.0,249106667,217,848617.0,83263.0,78603.0,1679.25,2.1038,3042.38871348,3042.38871348,,109069.0,-25.16563
zksync,zk,ZKsync,0.067165,248379259,218,41651255.0,0.071079,0.064164,0.00048198,0.72279,3675000000.0,21000000000.0,21000000000.0,0.320983,-79.02115
super-oeth,superoethb,Super OETH,1871.8,247333846,219,601396.0,1956.22,1849.72,-23.837291266445163,-1.25748,131807.3245377933,131807.3245377933,,4099.87,-54.29902
sweth,sweth,Swell Ethereum,2027.5,246972745,220,124988.0,2120.87,2003.05,-31.11682578800537,-1.51154,121323.095741077,121326.478319651,,4395.57,-53.75784
frax-ether,frxeth,Frax Ether,1866.61,245597980,221,8356797.0,1946.47,1850.86,-7.8522459750849976,-0.41891,131462.1055563532,131462.1055563532,,4084.25,-54.31582
quorium,qgold,Quorium,2915.66,244789837,222,149620.0,2920.54,2891.38,20.95,0.7239,84000.0,84000.0,,3572.74,-18.41189
fartcoin,fartcoin,Fartcoin,0.243635,243002015,223,148268604.0,0.273077,0.219751,0.01501798,6.56906,999993827.073041,999993827.073041,1000000000.0,2.48,-90.23298
wormhole,w,Wormhole,0.083108,242299780,224,42682814.0,0.089928,0.082491,-0.001559125730342281,-1.84147,2900484587.0,10000000000.0,10000000000.0,1.66,-94.978
aethir,ath,Aethir,0.03590044,241452935,225,35396878.0,0.03619781,0.03267728,0.00227385,6.76207,6697646536.0,42000000000.0,42000000000.0,0.118536,-69.57392
snek,snek,Snek,0.00311852,233381464,226,2619024.0,0.00326901,0.00280183,0.00014732,4.95819,74445373325.0,75395373335.0,76715880000.0,0.00895508,-65.00272
astar,astr,Astar,0.02964674,227036352,227,15214388.0,0.03092965,0.02851827,0.00041869,1.4325,7612800783.0,8370531476.0,,0.421574,-92.93055
ai-companions,aic,AI Companions,0.225299,226633819,228,2913088.0,0.237553,0.220137,-0.01202271717372419,-5.066,1000000000.0,1000000000.0,1000000000.0,0.544605,-58.47963
blur,blur,Blur,0.100238,226485342,229,25886350.0,0.104945,0.096565,0.00179892,1.82744,2241995116.771309,3000000000.0,3000000000.0,5.02,-97.99106
zilliqa,zil,Zilliqa,0.01142667,225091047,230,17383286.0,0.01206976,0.01138147,-0.000199041463177589,-1.71208,19634859403.19683,20320814828.90683,21000000000.0,0.255376,-95.50738
usdd,usdd,USDD,0.999266,223710899,231,4209938.0,1.0,0.999038,-0.000568524776424773,-0.05686,223866578.0,223866578.0,,1.052,-4.98873
qtum,qtum,Qtum,2.06,218892687,232,21277042.0,2.17,2.04,0.00514767,0.25003,105557162.5,107822406.0,,100.22,-97.92653
mask-network,mask,Mask Network,2.17,217571013,233,38562899.0,2.19,2.15,-0.003729783592689273,-0.17162,100000000.0,100000000.0,100000000.0,41.45,-94.7575
nervos-network,ckb,Nervos Network,0.00465282,216174392,234,14419901.0,0.00482996,0.00450484,2.098e-05,0.45299,46108347878.05673,46834999955.49966,,0.04370633,-89.27276
safe,safe,Safe,0.387929,216018920,235,15403013.0,0.399539,0.372466,0.00253405,0.65752,553636279.0,1000000000.0,1000000000.0,3.56,-89.05445
basic-attention-token,bat,Basic Attention,0.141454,212308398,236,17547098.0,0.149577,0.140648,-0.001191688103553801,-0.83542,1495668356.9526057,1500000000.0,1500000000.0,1.9,-92.51762
sonic-bridged-usdc-e-sonic,usdc.e,Sonic Bridged USDC.e (Sonic),0.999328,210987234,237,40372714.0,1.016,0.993084,0.00015526,0.01554,211075437.020675,211075437.020675,,1.046,-4.1809
dydx,ethdydx,dYdX,0.576738,210860643,238,22910159.0,0.601018,0.540854,0.02844476,5.18787,362294120.3238314,362294120.3238314,1000000000.0,27.86,-97.9146
notcoin,not,Notcoin,0.00205857,210232386,239,63716315.0,0.00211568,0.00196132,9.725e-05,4.95844,102456957000.5639,102456957000.5639,,0.02836145,-92.76145
solayer,layer,Solayer,0.969405,207494215,240,166140945.0,1.014,0.856251,0.086816,9.83656,210000000.0,1000000000.0,1000000000.0,1.41,-30.34159
gho,gho,GHO,0.999432,203343938,241,9889271.0,0.99989,0.999175,-4.4238526172413e-05,-0.00443,203437931.8736709,203437931.8736709,,1.03,-2.95944
oasis-network,rose,Oasis,0.03006859,202921086,242,13860558.0,0.03148974,0.02879988,0.00033471,1.12568,6729795897.58809,10000000000.0,10000000000.0,0.597347,-94.95665
vethor-token,vtho,VeThor,0.00229758,201507217,243,4960343.0,0.00242964,0.00227697,-3.5006789030371e-05,-1.50077,87144454093.0,87155125766.0,,0.04671227,-95.05771
abtc,abtc,aBTC,79582.0,201106507,244,504941.0,83346.0,78774.0,-707.8823006614402,-0.88165,2520.3711656411,2520.3711656411,,108378.0,-26.45114
liquid-staked-ethereum,lseth,Liquid Staked ETH,2004.14,200790726,245,35029.0,2093.68,1985.48,-27.414043184940283,-1.34941,99921.57547759061,99921.57547759061,,4332.67,-53.68605
0x,zrx,0x Protocol,0.234191,199978130,246,35748979.0,0.244636,0.229273,-0.001544352454056708,-0.65512,848396562.906836,1000000000.0,1000000000.0,2.5,-90.5439
livepeer,lpt,Livepeer,5.11,199628455,247,25259393.0,5.29,4.91,0.04395943,0.86786,38771183.19039432,38771183.19039432,38771183.19039432,99.03,-94.80187
usda-2,usda,USDa,0.996764,197627794,248,30830.0,0.99833,0.991561,0.00093908,0.0943,198507773.7060381,198507773.7060381,,1.021,-2.55004
instadapp,fluid,Fluid,4.94,194269731,249,1301754.0,5.16,4.79,0.04905661,1.00334,39436803.20056228,100000000.0,100000000.0,24.4,-79.8312
wemix-token,wemix,WEMIX,0.463266,193519231,250,3788738.0,0.467524,0.438967,0.01229559,2.72647,418236792.7653302,537830617.0127662,590000000.0,24.71,-98.12947
echelon-prime,prime,Echelon Prime,3.38,192092288,251,5969987.0,3.54,3.12,0.091525,2.78325,56274890.7131,111111111.0,111111111.0,28.0,-87.82714
meow,meow,MEOW,0.0021306,192037111,252,552371.0,0.0023078,0.00198379,1.54e-06,0.07222,89999915001.1423,89999915001.1423,90000000000.0,0.01085385,-80.36389
cheems-token,cheems,Cheems Token,9.39309e-07,191588401,253,7350737.0,9.60323e-07,9.10486e-07,1.0664e-08,1.14834,203672952116214.47,203672952116214.47,219776051832671.0,1.39e-06,-32.43322
chex-token,chex,CHEX Token,0.19009,191184087,254,2320957.0,0.20203,0.170289,0.0091887,5.07939,998918005.266367,998918005.266367,1000000000.0,0.804342,-76.20525
stargate-finance,stg,Stargate Finance,0.195053,190541072,255,11906951.0,0.198977,0.187586,0.00577365,3.05033,971464728.370142,1000000000.0,1000000000.0,4.14,-95.2684
baby-doge-coin,babydoge,Baby Doge Coin,1.131e-09,187646906,256,24002190.0,1.191e-09,1.104e-09,-1.3391373e-11,-1.17031,1.654643348352421e+17,4.2e+17,4.2e+17,6.498e-09,-82.54517
holotoken,hot,Holo,0.00104832,187559133,257,13731901.0,0.00110055,0.00100928,1.193e-05,1.15063,177619433541.1413,177619433541.1413,,0.03126682,-96.62282
arkham,arkm,Arkham,0.500337,186127654,258,348556649.0,0.700634,0.495922,-0.12849606047385587,-20.43404,369695319.0,1000000000.0,1000000000.0,3.98,-87.3637
resolv-wstusr,wstusr,Resolv wstUSR,1.042,184744046,259,162.11,,,,,166871248.7423216,166871248.7423216,,1.11,-6.04328
act-i-the-ai-prophecy,act,Act I The AI Prophecy,0.194773,184302033,260,105248671.0,0.206475,0.193932,0.00019261,0.09899,948245556.39538,948245556.39538,1000000000.0,0.919768,-78.87795
layerzero,zro,LayerZero,1.64,183567585,261,44254738.0,1.75,1.61,-0.004250598096423142,-0.25828,111152854.20763355,1000000000.0,1000000000.0,7.47,-77.94176
chia,xch,Chia,12.67,183123379,262,11814799.0,13.5,12.52,0.00964791,0.07618,14387402.37281858,32759782.31691111,,1645.12,-99.22627
celo,celo,Celo,0.321327,182453333,263,22858537.0,0.335073,0.311533,0.00402016,1.26696,565268025.0,1000000000.0,1000000000.0,9.82,-96.71341
deep,deep,DeepBook,0.072148,181866137,264,16368616.0,0.079195,0.067125,-0.006707637458884225,-8.50625,2500000000.0,10000000000.0,10000000000.0,0.341085,-78.78914
swissborg,borg,SwissBorg,0.184793,181659108,265,12490483.0,0.194295,0.177268,-0.001587885624265678,-0.85196,983102443.442,983102443.442,1000000000.0,1.64,-88.73175
btse-token,btse,BTSE Token,1.13,181641153,266,8477488.0,1.2,1.12,-0.022894696180818297,-1.98478,162061501.0,200000000.0,200000000.0,9.21,-87.83652
osmosis,osmo,Osmosis,0.253445,181479178,267,13654829.0,0.260367,0.24113,0.01043886,4.29571,715434989.932637,997444539.745352,1000000000.0,11.25,-97.74504
superfarm,super,SuperVerse,0.399746,181279721,268,24911856.0,0.426045,0.383371,-0.006828745101583433,-1.67958,451694843.416917,999998077.4169172,999998077.4169172,4.74,-91.54719
decred,dcr,Decred,10.74,180076388,269,3958435.0,11.12,10.47,0.03052095,0.28486,16673590.82716782,16674267.81114552,21000000.0,247.35,-95.61519
staked-frax-ether,sfrxeth,Staked Frax Ether,2078.95,179870121,270,1354450.0,2175.34,2060.89,-28.798220084424884,-1.3663,86173.72944286378,86173.20074074838,,7545.09,-72.36191
ai16z,ai16z,ai16z,0.16353,179546911,271,72249771.0,0.182785,0.161023,-0.019213613807881696,-10.51397,1099998808.749489,1099998808.749489,1099999958.01,2.47,-93.40305
gas,gas,Gas,2.75,179524257,272,8084183.0,2.89,2.69,0.00398333,0.14517,65093580.54427269,65093580.54427269,,91.94,-96.99677
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),0.00177361,178851894,273,17907646.0,0.00185821,0.00157527,0.00012358,7.48939,100000000000.0,100000000000.0,100000000000.0,0.0099237,-82.06657
mimblewimblecoin,mwc,MimbleWimbleCoin,16.23,178817829,274,42721.0,16.86,16.01,-0.040472705583955104,-0.24878,10976412.1069404,10976447.4069404,20000000.0,38.81,-58.02489
apf-coin,apfc,APF coin,1.042,177637288,275,2767531.0,1.046,1.03,0.01026576,0.99507,170268683.7504873,250000000.0,250000000.0,1.15,-9.41788
gmt-token,gomining,GoMining Token,0.429649,176441555,276,19515908.0,0.433609,0.399756,0.02954748,7.385,410841252.301121,410841252.301121,436915240.0,0.564703,-23.94875
ordinals,ordi,ORDI,8.36,175712437,277,99316429.0,8.93,8.13,-0.32499615856277586,-3.74057,21000000.0,21000000.0,,95.52,-91.23304
ravencoin,rvn,Ravencoin,0.01167227,175174973,278,15256267.0,0.012071,0.01109624,0.00022085,1.92858,14912343611.78237,14917983586.78237,21000000000.0,0.285218,-95.88241
agentfun-ai,agentfun,AgentFun.AI,1.74,174664203,279,13172.26,1.84,1.72,-0.09319225045012436,-5.09587,100000000.0,100000000.0,100000000.0,25.25,-93.10228
nem,xem,NEM,0.01926274,173825512,280,38337568.0,0.01971075,0.01891074,-0.000114144766009381,-0.58908,8999999999.0,8999999999.0,,1.87,-98.96511
rollbit-coin,rlb,Rollbit Coin,0.078609,173283465,281,1031311.0,0.079864,0.075075,0.00335481,4.45795,2196910059.109339,2196910059.109339,5000000000.0,0.264358,-70.18964
trip,trip,Trip,5.8,171335977,282,42858.0,5.92,5.6,0.154168,2.73115,29500000.0,98000000.0,100000000.0,5.92,-1.60253
yearn-finance,yfi,yearn.finance,4966.66,169003154,283,28658527.0,5139.84,4851.06,79.8,1.63302,33751.6254241013,36666.0,36666.0,90787.0,-94.48521
rcge,$rcge,RCGE,0.01421518,168805259,284,2.43,,,,,11875000000.0,11875000000.0,11875000000.0,0.01431813,-0.719
ket,ket,Ket,0.166733,168669627,285,12173439.0,0.179017,0.128266,0.0281169,20.28396,1000000000.0,1000000000.0,1000000000.0,0.530549,-68.45961
ankr,ankr,Ankr Network,0.0167418,168272431,286,15331720.0,0.01745197,0.01628741,6.872e-05,0.41218,10000000000.0,10000000000.0,10000000000.0,0.213513,-92.11999
siacoin,sc,Siacoin,0.00300735,167845746,287,22950730.0,0.00316118,0.00296369,-1.733225814381e-06,-0.0576,56025636522.07519,59862915676.30304,,0.092868,-96.77035
origintrail,trac,OriginTrail,0.333873,166884251,288,5811698.0,0.376921,0.329469,-0.001662701842863323,-0.49554,499995032.602,500000000.0,500000000.0,3.5,-90.47667
bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),1874.42,165487876,289,3626554.0,1956.84,1847.98,-24.960828816461344,-1.31416,88155.4832727939,88155.4832727939,,4096.66,-54.19249
tribe-2,tribe,Tribe,0.360656,164621585,290,67852.0,0.367607,0.359225,-0.00521637393815072,-1.42574,455015530.80485964,1000000000.0,1000000000.0,2.45,-85.24586
mog-coin,mog,Mog Coin,4.15251e-07,163453623,291,16256303.0,4.33383e-07,3.71762e-07,2.2803e-08,5.81058,390567524379062.56,390567524379062.56,420690000000000.0,4.02e-06,-89.60901
aelf,elf,aelf,0.219494,162771444,292,15105932.0,0.223055,0.214078,0.00104155,0.47678,739132172.826613,996446945.7299229,1000000000.0,2.6,-91.54323
threshold-network-token,t,Threshold Network,0.01595452,162418428,293,11971808.0,0.01652459,0.01556962,0.00023145,1.47206,10126069957.18457,11155000000.0,,0.226934,-92.93912
peanut-the-squirrel,pnut,Peanut the Squirrel,0.160331,161384881,294,178671687.0,0.171255,0.158852,-1.7134663075458e-05,-0.01069,999858912.07,999858912.07,999858912.07,2.44,-93.40963
enjincoin,enj,Enjin Coin,0.088179,161188181,295,18158579.0,0.091755,0.086025,0.00097898,1.12267,1815493634.080386,1878333984.425784,,4.82,-98.15778
mocaverse,moca,Moca Network,0.083753,160512754,296,21907418.0,0.089996,0.083496,-0.004195782614206792,-4.77071,1910643118.28,8888888888.0,8888888888.0,0.477373,-82.43586
hivemapper,honey,Hivemapper,0.038678,159667615,297,1670831.0,0.0389212,0.03695403,0.00144732,3.88743,4126209135.466937,6419578731.826208,10000000000.0,0.376287,-89.7223
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,20.41,159647047,298,7872745.0,21.24,19.84,0.133787,0.6597,7794816.778198762,7794816.778198762,,103.55,-80.24167
lorenzo-stbtc,stbtc,Lorenzo stBTC,81098.0,159412168,299,12448.52,83019.0,78572.0,1236.88,1.54879,1961.980669061697,1961.980669061697,,108549.0,-25.26847
treehouse-eth,teth,Treehouse ETH,2235.04,158578282,300,350021.0,2344.53,2215.4,-35.684249265989365,-1.57149,70687.34774927692,70687.34774927692,,4837.52,-53.7217
xyo-network,xyo,XYO Network,0.0112732,158202833,301,15645545.0,0.01191527,0.00902616,0.00214198,23.45781,13931216938.01129,13931216938.01129,13931216938.01129,0.081391,-86.05109
cat-in-a-dogs-world,mew,cat in a dogs world,0.00176884,157779732,302,15955675.0,0.00186382,0.00174179,-1.6427387885017e-05,-0.92017,88888888888.88,88888888888.88,88888888888.88,0.01288153,-86.26635
coinex-token,cet,CoinEx,0.058079,157497132,303,255044.0,0.059765,0.054791,0.00324884,5.92528,2708269864.87,2708269864.87,10000000000.0,0.150293,-61.31028
constellation-labs,dag,Constellation,0.04695768,157333920,304,3063567.0,0.04685447,0.03795719,0.00819397,21.13827,3549997434.97413,3550000000.0,,0.451761,-90.1892
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,1.024,156560466,305,672025.0,1.024,1.019,0.00179768,0.17584,152864768.8071062,152864768.8071062,,1.13,-9.15129
zetachain,zeta,ZetaChain,0.211906,156429858,306,16154328.0,0.213896,0.194244,0.00955353,4.72124,731645833.0,2100000000.0,2100000000.0,2.85,-92.536
sun-token,sun,Sun Token,0.01582771,155923610,307,42416461.0,0.01628035,0.01570718,-0.000376109543928371,-2.32112,9827267558.83775,19900730000.0,,66.45,-99.97612
auction,auction,Bounce,23.83,155528552,308,205648556.0,27.37,19.09,4.4,22.6748,6590134.821158941,7640761.821492701,10000000.0,70.44,-66.51828
iotex,iotx,IoTeX,0.01616337,153719229,309,15614078.0,0.01698508,0.01603145,-0.000760045075087552,-4.49109,9441369057.0,9441369062.0,10000000000.0,0.255593,-93.63185
ether-fi,ethfi,Ether.fi,0.651405,151784596,310,81099822.0,0.68897,0.627727,-0.003595290955116903,-0.5489,231666217.0,1000000000.0,1000000000.0,8.53,-92.3437
woo-network,woo,WOO,0.079993,149914204,311,15556214.0,0.084676,0.078049,-0.000514495439008056,-0.63906,1862993155.857733,2218868005.037396,2218868005.037396,1.78,-95.47795
popcat,popcat,Popcat,0.152076,149448363,312,34601859.0,0.160765,0.146077,-0.001639698810048579,-1.06671,979978669.96,979978669.96,979978694.0,2.05,-92.59143
bitkub-coin,kub,Bitkub Coin,1.65,147793597,313,414058.0,1.69,1.61,0.02371841,1.45517,88850000.0,110000000.0,110000000.0,17.24,-90.35157
vana,vana,Vana,4.77,147246394,314,18033076.0,5.14,4.73,-0.06639088903427215,-1.37283,30800000.0,120000000.0,120000000.0,35.23,-86.46635
ethereum-pow-iou,ethw,EthereumPoW,1.36,147187305,315,10962323.0,1.4,1.27,0.050984,3.89871,107818717.04993,107818717.04993,,58.54,-97.67326
convex-finance,cvx,Convex Finance,1.79,146158066,316,22468496.0,1.83,1.65,0.014134,0.79782,81990703.72425415,99852652.55552173,100000000.0,60.09,-97.03321
drift-protocol,drift,Drift Protocol,0.504647,146079575,317,42267943.0,0.52869,0.495608,-0.01389622940834001,-2.67986,288500686.826796,1000000000.0,1000000000.0,2.6,-80.64476
turbo,turbo,Turbo,0.00208078,144957071,318,49666153.0,0.00219682,0.00202118,-3.3778963369182e-05,-1.59745,69000000000.0,69000000000.0,69000000000.0,0.01431669,-85.38357
digibyte,dgb,DigiByte,0.00820442,144618283,319,5953679.0,0.00917397,0.00816591,-0.000356695956342119,-4.16646,17577542849.5559,17578628036.75391,21000000000.0,0.178084,-95.37373
