id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
chainlink,link,Chainlink,11.7,7459632591,16,1093648864.0,11.82,10.21,0.7742,7.0851,638099971.4505637,1000000000.0,1000000000.0,52.7,-77.75367,08_04_2025_05_59_59
avalanche-2,avax,Avalanche,17.35,7204476753,17,749498726.0,17.4,14.77,1.5,9.47753,415517724.5346949,452187210.5170643,720000000.0,144.96,-88.05406,08_04_2025_05_59_59
stellar,xlm,Stellar,0.231773,7129999032,18,390980260.0,0.23773,0.201958,0.02150126,10.22545,30779863004.84901,50001786892.81792,50001786892.81792,0.875563,-73.52099,08_04_2025_05_59_59
wrapped-steth,wsteth,Wrapped stETH,1902.55,6782585422,19,110095788.0,1919.55,1715.35,61.88,3.36178,3568947.80119164,3568947.80119164,,7256.02,-73.86282,08_04_2025_05_59_59
shiba-inu,shib,Shiba Inu,1.144e-05,6736452321,20,473017560.0,1.17e-05,1.042e-05,4.65043e-07,4.23834,589250614370417.4,589504651912208.8,,8.616e-05,-86.72847,08_04_2025_05_59_59
sui,sui,Sui,2.06,6714218647,21,2029944672.0,2.09,1.75,0.201983,10.86355,3249982900.458887,10000000000.0,10000000000.0,5.35,-61.4037,08_04_2025_05_59_59
hedera-hashgraph,hbar,Hedera,0.158629,6672475010,22,597492017.0,0.158919,0.126032,0.02484049,18.56705,42228651556.59867,50000000000.0,50000000000.0,0.569229,-72.17524,08_04_2025_05_59_59
mantra-dao,om,MANTRA,6.33,6115825053,23,165877830.0,6.43,5.83,0.372218,6.24574,966069754.7700001,1815270908.93,,8.99,-29.44326,08_04_2025_05_59_59
bitcoin-cash,bch,Bitcoin Cash,278.73,5531555493,24,265012358.0,282.15,251.09,14.76,5.59046,19852996.77165078,19853034.27165078,21000000.0,3785.82,-92.64021,08_04_2025_05_59_59
polkadot,dot,Polkadot,3.62,5515157243,25,375307803.0,3.69,3.31,0.141357,4.05893,1522267060.0,1522267060.0,,54.98,-93.40824,08_04_2025_05_59_59
litecoin,ltc,Litecoin,72.23,5467304795,26,896925871.0,72.71,63.71,4.95,7.35125,75719839.48347135,75722389.48347135,84000000.0,410.26,-82.39146,08_04_2025_05_59_59
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),0.999288,5186452211,27,398805241.0,1.012,0.986177,0.0012076,0.12099,5184994301.618546,5184994301.618546,,1.05,-4.85334,08_04_2025_05_59_59
ethena-usde,usde,Ethena USDe,0.998895,5112641101,28,117421205.0,0.999971,0.997162,0.00092099,0.09229,5117667183.873804,5117667183.873804,,1.032,-3.22327,08_04_2025_05_59_59
bitget-token,bgb,Bitget Token,4.22,5068278633,29,253431137.0,4.37,3.72,0.332423,8.54055,1199999994.2,1199999994.2,2000000000.0,8.45,-50.01791,08_04_2025_05_59_59
weth,weth,WETH,1589.12,4339319347,30,619676842.0,1615.29,1430.54,49.96,3.24615,2734486.248203743,2734486.248203743,,4799.89,-66.91799,08_04_2025_05_59_59
pi-network,pi,Pi Network,0.592498,4051335962,31,321581067.0,0.599318,0.537837,0.03606875,6.48218,6843273450.482621,10528113000.74249,100000000000.0,2.99,-80.23508,08_04_2025_05_59_59
whitebit,wbt,WhiteBIT Coin,27.86,4014049023,32,92329462.0,28.43,27.23,0.392725,1.43002,144118517.10815412,327997263.0,400000000.0,31.28,-11.0004,08_04_2025_05_59_59
hyperliquid,hype,Hyperliquid,11.91,3975768164,33,243508426.0,12.5,9.42,1.92,19.19897,333928180.0,999990391.0,1000000000.0,34.96,-65.86949,08_04_2025_05_59_59
monero,xmr,Monero,206.73,3808927170,34,89388855.0,208.07,186.14,9.53,4.83005,18446744.07370955,18446744.07370955,,542.33,-61.92952,08_04_2025_05_59_59
wrapped-eeth,weeth,Wrapped eETH,1690.8,3571200258,35,24225197.0,1710.46,1521.03,52.78,3.22197,2114963.919091142,2114963.919091142,,4311.81,-60.88301,08_04_2025_05_59_59
dai,dai,Dai,0.999732,3181933460,36,277516516.0,1.0,0.999628,-0.000157405566851621,-0.01574,3182594369.128019,3182594369.128019,,1.22,-17.97576,08_04_2025_05_59_59
uniswap,uni,Uniswap,5.22,3135706322,38,300677158.0,5.29,4.66,0.244496,4.91069,600483073.71,1000000000.0,1000000000.0,44.92,-88.42445,08_04_2025_05_59_59
okb,okb,OKB,52.19,3130005831,37,44462466.0,52.61,48.89,0.475014,0.91854,60000000.0,235957685.3,300000000.0,73.8,-29.5035,08_04_2025_05_59_59
susds,susds,sUSDS,1.047,3035690901,39,4088427.0,1.048,1.045,0.00057814,0.05525,2899844367.578202,2899844367.578202,,1.088,-3.74136,08_04_2025_05_59_59
pepe,pepe,Pepe,6.42e-06,2697540872,40,1667355502.0,6.64e-06,5.79e-06,2.01263e-07,3.23875,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-77.21523,08_04_2025_05_59_59
aptos,apt,Aptos,4.44,2687198310,41,285727175.0,4.55,3.95,0.237847,5.65348,605019624.6497825,1147036117.223936,,19.92,-77.70569,08_04_2025_05_59_59
gatechain-token,gt,Gate,21.26,2612293455,42,28684836.0,21.29,19.8,0.503922,2.42764,122910587.76765741,300000000.0,,25.94,-18.09739,08_04_2025_05_59_59
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,79813.0,2607858505,43,536518118.0,80723.0,74739.0,2890.79,3.75805,32689.12888466,32689.12888466,,108953.0,-26.84511,08_04_2025_05_59_59
near,near,NEAR Protocol,2.12,2545857517,44,441737419.0,2.21,1.99,-0.006417897964927199,-0.30148,1200194929.0,1244013525.0,,20.44,-89.60185,08_04_2025_05_59_59
ondo-finance,ondo,Ondo,0.764342,2411086770,45,350978750.0,0.785088,0.672437,0.053368,7.50629,3159107529.0,10000000000.0,10000000000.0,2.14,-64.27459,08_04_2025_05_59_59
tokenize-xchange,tkx,Tokenize Xchange,29.95,2395221473,46,19005238.0,30.49,29.27,0.223563,0.75202,79995999.05112354,100000000.0,100000000.0,50.43,-40.46839,08_04_2025_05_59_59
mantle,mnt,Mantle,0.696998,2344305419,47,358395883.0,0.703726,0.662713,0.00559771,0.80962,3364694382.83684,6219316794.99,6219316794.99,1.54,-54.71699,08_04_2025_05_59_59
crypto-com-chain,cro,Cronos,0.084646,2320955448,48,55733660.0,0.087156,0.073938,0.00623888,7.957,27442046003.9658,97442046003.9658,,0.965407,-91.22279,08_04_2025_05_59_59
internet-computer,icp,Internet Computer,4.7,2270289021,49,143374785.0,4.8,4.23,0.240355,5.38546,483020364.569587,531896357.3106467,,700.65,-99.32931,08_04_2025_05_59_59
ethereum-classic,etc,Ethereum Classic,14.59,2207401876,50,226457385.0,14.9,12.88,0.93457,6.84538,151431837.7046912,151436300.4886912,210700000.0,167.09,-91.26654,08_04_2025_05_59_59
ethena-staked-usde,susde,Ethena Staked USDe,1.16,2207344418,51,17090785.0,1.17,1.16,0.00210204,0.18091,1896384686.033627,1896384686.033627,,1.29,-9.89373,08_04_2025_05_59_59
first-digital-usd,fdusd,First Digital USD,0.99876,2025524707,52,6025588631.0,1.007,0.988719,0.00153905,0.15433,2028161523.471387,2028161523.471387,,1.15,-13.26465,08_04_2025_05_59_59
aave,aave,Aave,133.57,2016140250,53,536264533.0,135.54,114.93,10.58,8.60678,15097932.472805383,16000000.0,16000000.0,661.69,-79.81337,08_04_2025_05_59_59
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,1.0,1975786615,54,0.0,1.0,1.0,0.0,0.0,1975786615.12,1975786615.12,,1.0,0.0,08_04_2025_05_59_59
cosmos,atom,Cosmos Hub,4.26,1893234158,55,230753094.0,4.49,4.06,-0.01584698356665637,-0.37034,443971786.220614,443971786.220614,,44.45,-90.39152,08_04_2025_05_59_59
bittensor,tao,Bittensor,211.12,1806798392,56,243865006.0,217.13,170.17,29.09,15.97908,8560938.0,21000000.0,21000000.0,757.6,-72.13911,08_04_2025_05_59_59
vechain,vet,VeChain,0.0204609,1762074687,57,98738282.0,0.0208358,0.01791243,0.00150954,7.96536,85985041177.0,85985041177.0,86712634466.0,0.280991,-92.68825,08_04_2025_05_59_59
fasttoken,ftn,Fasttoken,4.03,1735708383,58,50454283.0,4.12,4.0,-0.002766469365495183,-0.06853,430162937.0,870742437.0,1000000000.0,4.12,-2.27533,08_04_2025_05_59_59
lombard-staked-btc,lbtc,Lombard Staked BTC,79965.0,1701505580,59,11717332.0,81010.0,72363.0,3428.78,4.47994,21269.00251694779,21269.00251694779,,114576.0,-30.34245,08_04_2025_05_59_59
ethena,ena,Ethena,0.297146,1647350423,60,280478668.0,0.301602,0.253496,0.0254653,9.37324,5553125000.0,15000000000.0,,1.52,-80.48593,08_04_2025_05_59_59
kaspa,kas,Kaspa,0.062401,1614681997,61,194990101.0,0.066388,0.053016,0.00706776,12.77301,25900045779.39798,25987466884.68248,28704026601.0,0.207411,-69.90382,08_04_2025_05_59_59
render-token,render,Render,3.1,1601947988,62,399291044.0,3.14,2.54,0.389165,14.37915,517716590.0562826,532476763.3362826,,13.53,-77.16282,08_04_2025_05_59_59
official-trump,trump,Official Trump,7.83,1564236367,63,916538793.0,8.13,7.24,0.133221,1.7315,199999976.636,1000000000.0,1000000000.0,73.43,-89.36081,08_04_2025_05_59_59
filecoin,fil,Filecoin,2.36,1528387526,64,389927060.0,2.43,2.14,0.03507535,1.50722,647442030.0,1959574916.0,1959574916.0,236.84,-99.00491,08_04_2025_05_59_59
polygon-ecosystem-token,pol,POL (ex-MATIC),0.176269,1523261352,65,143121375.0,0.178692,0.153392,0.01180026,7.17477,8648617613.00198,10398846835.30774,,1.29,-86.33762,08_04_2025_05_59_59
celestia,tia,Celestia,2.5,1472859395,66,148308088.0,2.56,2.18,0.191395,8.2949,590354500.396689,1113873534.246225,,20.85,-88.07831,08_04_2025_05_59_59
algorand,algo,Algorand,0.167485,1432414521,67,139266371.0,0.171202,0.148255,0.01193981,7.67613,8559032857.597953,8559110591.487065,10000000000.0,3.56,-95.28569,08_04_2025_05_59_59
sonic-3,s,Sonic (prev. FTM),0.424958,1347354825,68,310052858.0,0.451135,0.38369,0.0096491,2.32335,3175000000.0,3175000000.0,,1.029,-58.93733,08_04_2025_05_59_59
solv-btc,solvbtc,Solv Protocol SolvBTC,79674.0,1281018104,69,5987916.0,80589.0,74294.0,3129.77,4.08885,16088.63836318471,16088.63836318471,21000000.0,108929.0,-27.03793,08_04_2025_05_59_59
arbitrum,arb,Arbitrum,0.274315,1266320808,70,318219726.0,0.282102,0.245747,0.00861475,3.24228,4617913336.0,10000000000.0,10000000000.0,2.39,-88.52579,08_04_2025_05_59_59
kucoin-shares,kcs,KuCoin,9.35,1167224145,71,333341.0,9.34,7.17,1.14,13.8309,125043917.8513356,142543917.8513356,,28.83,-67.77846,08_04_2025_05_59_59
eos,eos,EOS,0.740678,1124101452,72,402876474.0,0.79423,0.680918,0.01852025,2.56457,1516885789.1746,2100000000.0,2100000000.0,22.71,-96.73471,08_04_2025_05_59_59
maker,mkr,Maker,1273.59,1075623661,73,168524886.0,1284.88,1052.14,161.79,14.55208,845155.9776184801,871374.7749251253,1005577.0,6292.31,-79.75348,08_04_2025_05_59_59
story-2,ip,Story,4.12,1066685817,74,101663954.0,4.32,3.85,0.093398,2.32214,259375819.03,1002423510.84,,7.31,-43.67317,08_04_2025_05_59_59
xdce-crowd-sale,xdc,XDC Network,0.067504,1060447986,75,66267371.0,0.068201,0.060147,0.00406378,6.40563,15700277123.1,37983811520.85,,0.192754,-64.83587,08_04_2025_05_59_59
fetch-ai,fet,Artificial Superintelligence Alliance,0.395072,1028804485,76,181873261.0,0.403275,0.3464,0.02414479,6.50931,2604959126.672,2714493896.672,2714493896.672,3.45,-88.56443,08_04_2025_05_59_59
optimism,op,Optimism,0.613662,1016770532,77,228709892.0,0.632031,0.553699,0.01668583,2.79506,1657120774.0,4294967296.0,4294967296.0,4.84,-87.3232,08_04_2025_05_59_59
nexo,nexo,NEXO,1.006,1005105677,78,35088859.0,1.005,0.833333,0.04975863,5.20248,1000000000.0,1000000000.0,1000000000.0,4.07,-75.37606,08_04_2025_05_59_59
usdt0,usdt0,USDT0,1.0,1002041464,79,181261159.0,1.011,0.993113,0.00050151,0.05017,1002460442.032279,1002460442.032279,,1.052,-4.95428,08_04_2025_05_59_59
jupiter-exchange-solana,jup,Jupiter,0.338029,961244722,80,139931686.0,0.354059,0.306358,0.00983814,2.99769,2844383333.32,6999978144.356561,10000000000.0,2.0,-83.13899,08_04_2025_05_59_59
binance-peg-weth,weth,Binance-Peg WETH,1588.16,960305194,81,58593710.0,1605.23,1442.98,48.25,3.13342,604999.999959841,604999.999959841,,4098.26,-61.31715,08_04_2025_05_59_59
binance-staked-sol,bnsol,Binance Staked SOL,115.59,930466034,82,10118285.0,117.01,100.21,9.45,8.89965,8052576.51831009,8052576.51831009,,297.96,-61.27188,08_04_2025_05_59_59
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,1650.66,925889550,83,9235879.0,1676.83,1496.27,51.22,3.20241,561532.9157639137,561533.9027241351,,4216.2,-60.94397,08_04_2025_05_59_59
quant-network,qnt,Quant,62.44,907674406,84,60653933.0,67.01,59.04,1.18,1.92144,14544176.164091088,14612493.0,14612493.0,427.42,-85.37977,08_04_2025_05_59_59
dexe,dexe,DeXe,15.43,880829216,85,21160738.0,15.81,13.85,0.977897,6.76863,57103774.56313077,96504599.33609451,,32.38,-52.15621,08_04_2025_05_59_59
blockstack,stx,Stacks,0.568323,863707499,86,68084183.0,0.572934,0.483176,0.04908731,9.45376,1520543752.41428,1520543752.41428,1818000000.0,3.86,-85.28681,08_04_2025_05_59_59
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),1.0,849228337,87,34720948.0,1.009,0.993738,0.00063586,0.06363,848999999.8398039,848999999.8398039,,1.031,-3.08436,08_04_2025_05_59_59
paypal-usd,pyusd,PayPal USD,1.0,805435048,89,149258099.0,1.001,0.99872,0.00046809,0.04683,805339260.164407,805339260.164407,,1.021,-1.99871,08_04_2025_05_59_59
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),0.99994,804703374,88,42102065.0,1.003,0.990813,0.00030958,0.03097,805019279.547343,805019279.547343,,1.027,-2.64484,08_04_2025_05_59_59
worldcoin-wld,wld,Worldcoin,0.648291,802636066,90,253612067.0,0.67624,0.583741,0.02728206,4.39319,1239492800.813547,10000000000.0,10000000000.0,11.74,-94.4949,08_04_2025_05_59_59
bonk,bonk,Bonk,1.024e-05,792085361,91,154318376.0,1.045e-05,8.96e-06,6.56033e-07,6.84697,77419592329436.58,88843890355000.27,88843890355000.27,5.825e-05,-82.46804,08_04_2025_05_59_59
movement,move,Movement,0.322199,787654365,92,95085760.0,0.337973,0.290795,0.01289405,4.16872,2450000000.0,10000000000.0,10000000000.0,1.45,-77.83197,08_04_2025_05_59_59
rocket-pool-eth,reth,Rocket Pool ETH,1792.41,777636389,93,45998521.0,1808.52,1612.74,51.08,2.93348,434305.4365293881,434305.1018930049,,4814.31,-62.8539,08_04_2025_05_59_59
usual-usd,usd0,Usual USD,0.998411,775548957,94,31569590.0,0.998884,0.997238,0.0005368,0.05379,776773377.6995375,776773377.6995375,,1.33,-24.68678,08_04_2025_05_59_59
tether-gold,xaut,Tether Gold,3011.5,742384109,95,45793046.0,3050.74,2986.61,-33.00725624886127,-1.08416,246524.33,246524.33,,3190.62,-5.66488,08_04_2025_05_59_59
flare-networks,flr,Flare,0.01180588,741509030,96,14988798.0,0.01199743,0.01093505,0.00035197,3.07297,62862148685.59065,103237137049.4383,,0.150073,-92.13516,08_04_2025_05_59_59
sei-network,sei,Sei,0.151141,737060463,97,152514101.0,0.153751,0.132275,0.01312815,9.51229,4882361111.0,10000000000.0,,1.14,-86.78063,08_04_2025_05_59_59
the-graph,grt,The Graph,0.075647,722264644,98,77035663.0,0.077007,0.066994,0.00407347,5.69133,9548531509.16547,10788004319.0,10788004319.0,2.84,-97.33643,08_04_2025_05_59_59
theta-token,theta,Theta Network,0.715678,715212445,99,48646568.0,0.732042,0.637156,0.03772463,5.56449,1000000000.0,1000000000.0,1000000000.0,15.72,-95.44003,08_04_2025_05_59_59
injective-protocol,inj,Injective,7.31,714213236,100,146922576.0,7.5,6.41,0.340304,4.8797,97727220.33,100000000.0,,52.62,-86.11081,08_04_2025_05_59_59
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,79229.0,712663015,101,643370.0,83462.0,73993.0,2452.25,3.194,8998.292834514968,8998.292834514968,21000000.0,117077.0,-32.42268,08_04_2025_05_59_59
immutable-x,imx,Immutable,0.393018,704450927,102,54126601.0,0.40842,0.353994,0.00776507,2.01558,1792834764.3898141,2000000000.0,2000000000.0,9.52,-95.88565,08_04_2025_05_59_59
wbnb,wbnb,Wrapped BNB,563.16,676630039,103,366492322.0,564.57,528.41,19.94,3.66978,1202013.735676694,1202013.735676694,,789.32,-28.86818,08_04_2025_05_59_59
pax-gold,paxg,PAX Gold,3019.27,673192488,104,133242129.0,3060.37,2991.69,-37.67560072701281,-1.23246,223051.892,223051.892,,3191.73,-5.4447,08_04_2025_05_59_59
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),79783.0,646326915,105,260779848.0,80988.0,74313.0,3043.66,3.96626,8100.0394135,8100.0394135,,108397.0,-26.54902,08_04_2025_05_59_59
usdx-money-usdx,usdx,Stables Labs USDX,0.999389,625759746,106,256452.0,1.004,0.997722,0.00073717,0.07382,626150216.4629333,626150216.4629333,,1.057,-5.43281,08_04_2025_05_59_59
tezos,xtz,Tezos,0.600591,623518780,107,46683575.0,0.611695,0.533013,0.03466973,6.12625,1038152882.642154,1058403428.132674,,9.12,-93.41478,08_04_2025_05_59_59
lido-dao,ldo,Lido DAO,0.692733,621714360,108,170612619.0,0.724378,0.629755,0.01966457,2.92163,897877243.8587132,1000000000.0,1000000000.0,7.3,-90.5181,08_04_2025_05_59_59
mantle-staked-ether,meth,Mantle Staked Ether,1685.33,617530234,109,5984518.0,1705.11,1528.12,38.44,2.33424,366764.4316154481,366764.4316154481,,4729.53,-64.45379,08_04_2025_05_59_59
curve-dao-token,crv,Curve DAO,0.460883,604633186,110,266700474.0,0.473586,0.40014,0.04275264,10.22472,1312735127.0,2246296466.910382,3030303031.0,15.37,-97.00546,08_04_2025_05_59_59
the-sandbox,sand,The Sandbox,0.241972,591531907,111,110016942.0,0.248448,0.215738,0.01382988,6.06196,2445857126.2233224,3000000000.0,3000000000.0,8.4,-97.12049,08_04_2025_05_59_59
gala,gala,GALA,0.01344637,590071674,112,139956810.0,0.0138305,0.0118267,0.00067582,5.29203,43895721048.04907,43895721048.04907,50000000000.0,0.824837,-98.36807,08_04_2025_05_59_59
kaia,kaia,Kaia,0.099741,583715794,113,50134487.0,0.100347,0.090737,0.00354351,3.68358,5856641747.106198,5856641936.044253,,0.406698,-75.66422,08_04_2025_05_59_59
fartcoin,fartcoin,Fartcoin,0.580249,579983618,115,392104212.0,0.604943,0.417553,0.136754,30.83551,999992857.426861,999992857.426861,1000000000.0,2.48,-76.68415,08_04_2025_05_59_59
bittorrent,btt,BitTorrent,5.86465e-07,578131189,114,38423395.0,5.92307e-07,5.52476e-07,1.242e-08,2.16356,986061142857000.0,990000000000000.0,990000000000000.0,3.43e-06,-82.93053,08_04_2025_05_59_59
zcash,zec,Zcash,35.34,563948758,116,117069923.0,35.41,28.16,5.62,18.9078,15990023.6030448,15992787.6655448,21000000.0,3191.93,-98.89644,08_04_2025_05_59_59
iota,iota,IOTA,0.150808,559531863,118,72731437.0,0.154434,0.132462,0.00958418,6.7865,3707948285.0,4600000000.0,,5.25,-97.12427,08_04_2025_05_59_59
walrus-2,wal,Walrus,0.447205,558946937,117,106176350.0,0.461132,0.408892,0.00705474,1.6028,1250000000.0,5000000000.0,5000000000.0,0.614597,-27.15149,08_04_2025_05_59_59
bitcoin-cash-sv,bsv,Bitcoin SV,27.3,541467881,119,37923668.0,27.92,24.74,1.16,4.42355,19848503.125,19848537.5,21000000.0,489.75,-94.43025,08_04_2025_05_59_59
msol,msol,Marinade Staked SOL,141.38,532163198,120,11510997.0,143.94,123.59,11.05,8.48062,3764993.0,3765084.0,3765084.0,363.77,-61.0752,08_04_2025_05_59_59
honey-3,honey,Honey,1.0,527325321,121,75301083.0,1.001,0.998473,0.00054326,0.05434,527136574.5849083,527136574.5849083,,1.11,-9.87948,08_04_2025_05_59_59
jito-governance-token,jto,Jito,1.65,519612754,122,59069758.0,1.65,1.43,0.129177,8.47455,314117181.9,1000000000.0,,6.01,-72.56905,08_04_2025_05_59_59
flow,flow,Flow,0.328694,516833133,123,50049263.0,0.337782,0.306654,0.00241526,0.74024,1574016688.191111,1574016688.191111,,42.4,-99.22454,08_04_2025_05_59_59
pancakeswap-token,cake,PancakeSwap,1.75,509244841,124,140640815.0,1.77,1.54,0.143411,8.91014,290731654.0969419,373394307.4594583,450000000.0,43.96,-96.0228,08_04_2025_05_59_59
grass,grass,Grass,1.83,503428385,125,139076318.0,1.9,1.56,0.198138,12.15806,275475576.0,1000000000.0,1000000000.0,3.89,-53.00429,08_04_2025_05_59_59
true-usd,tusd,TrueUSD,0.99929,494971863,126,46910032.0,1.006,0.989817,0.00181309,0.18177,495516083.0,495516083.0,,1.62,-38.24025,08_04_2025_05_59_59
renzo-restaked-eth,ezeth,Renzo Restaked ETH,1654.26,490695919,127,5031588.0,1669.88,1489.72,52.97,3.30826,296896.3799680462,296896.3799680462,,4207.05,-60.77438,08_04_2025_05_59_59
helium,hnt,Helium,2.73,490199556,128,11019869.0,2.74,2.28,0.368585,15.62013,179760921.9232821,223000000.0,223000000.0,54.88,-95.0223,08_04_2025_05_59_59
floki,floki,FLOKI,5.059e-05,488781656,129,186370540.0,5.217e-05,4.633e-05,1.27e-06,2.57038,9664021920607.0,10000000000000.0,10000000000000.0,0.00034495,-85.36811,08_04_2025_05_59_59
jasmycoin,jasmy,JasmyCoin,0.00992367,480580428,130,133009004.0,0.01000279,0.00835259,0.00100605,11.28162,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.79296,08_04_2025_05_59_59
raydium,ray,Raydium,1.65,479348673,131,105923909.0,1.68,1.41,0.143249,9.51427,290814662.067804,555000000.0,555000000.0,16.83,-90.20817,08_04_2025_05_59_59
sonic-bridged-usdc-e-sonic,usdc.e,Sonic Bridged USDC.e (Sonic),1.0,468742354,132,49850859.0,1.01,0.98424,4.134e-05,0.00413,468647730.869348,469261691.729198,,1.046,-4.40881,08_04_2025_05_59_59
beldex,bdx,Beldex,0.067661,468181782,134,3220609.0,0.072527,0.060733,0.00647314,10.57909,6914904855.826839,9932924638.25795,,0.450785,-84.98715,08_04_2025_05_59_59
coredaoorg,core,Core,0.468107,468115994,133,50431907.0,0.470879,0.37907,0.070346,17.68544,998634137.8759772,2100000000.0,2100000000.0,6.14,-92.42014,08_04_2025_05_59_59
bridged-usdc-polygon-pos-bridge,usdc.e,Bridged USDC (Polygon PoS Bridge),1.0,466750110,135,56966300.0,1.008,0.994458,0.00022848,0.02284,466643336.411696,466643336.411696,,1.028,-2.71271,08_04_2025_05_59_59
pendle,pendle,Pendle,2.85,460844639,136,185924013.0,2.97,2.39,0.329607,13.05427,161526142.6668297,281527448.4585314,281527448.4585314,7.5,-62.11997,08_04_2025_05_59_59
kava,kava,Kava,0.418636,453157671,137,30690914.0,0.433833,0.396153,0.0142208,3.51639,1082853469.0,1082853469.0,,9.12,-95.39475,08_04_2025_05_59_59
pumpbtc,pumpbtc,pumpBTC,78141.0,452109113,138,8424.26,79148.0,72850.0,2251.94,2.9674,5788.13706659,5788.13706659,,107240.0,-27.26875,08_04_2025_05_59_59
jupiter-staked-sol,jupsol,Jupiter Staked SOL,120.25,449378477,139,9825541.0,121.81,105.7,8.28,7.39034,3745414.723700428,3745414.723700428,,309.67,-61.18442,08_04_2025_05_59_59
berachain-bera,bera,Berachain,4.15,448517553,140,304557354.0,4.66,4.11,-0.3444924202312567,-7.66537,107989297.5953384,500509297.5953384,,14.83,-71.98043,08_04_2025_05_59_59
stargate-bridged-usdc-berachain,usdc.e,Stargate Bridged USDC (Berachain),1.001,442854887,141,17030812.0,1.015,0.991598,-0.000352361667510293,-0.03519,442574055.072045,442574055.072045,,1.031,-2.91888,08_04_2025_05_59_59
telcoin,tel,Telcoin,0.00482145,441434058,144,9486793.0,0.00479501,0.0035772,0.00112876,30.5675,91899666665.01,100000000000.0,100000000000.0,0.064483,-92.72651,08_04_2025_05_59_59
